y,mw,datum_mw,verein,age
6000000,€6.00m,"Dec 19, 2023",Arsenal FC U21,16
8000000,€8.00m,"Mar 14, 2024",Arsenal FC U21,16
12000000,€12.00m,"Oct 1, 2024",Arsenal FC,17
30000000,€30.00m,"Dec 16, 2024",Arsenal FC,17
55000000,€55.00m,"Mar 18, 2025",Arsenal FC,17
55000000,€55.00m,"May 30, 2025",Arsenal FC,18
