y,mw,datum_mw,verein,age
2000000,€2.00m,"Dec 19, 2023",Arsenal FC U21,17
5000000,€5.00m,"Oct 1, 2024",Arsenal FC,18
10000000,€10.00m,"Dec 16, 2024",Arsenal FC,18
28000000,€28.00m,"Mar 18, 2025",Arsenal FC,18
45000000,€45.00m,"May 30, 2025",Arsenal FC,18
